229

322	0	1600	688	128	32
326	0	2144	688	64	32
154	20	3096	688	22	96
328	0	4064	688	64	32
175	12	2607	719	32	32
318	0	1568	720	64	32
136	2	1648	720	32	32
320	0	4064	720	64	32
167	10	3679	736	32	32
203	17	1692	740	16	32
201	17	1946	743	16	32
194	17	2843	743	16	32
197	17	2460	744	16	32
195	17	2713	744	16	32
196	17	2586	745	16	32
193	17	2971	745	16	32
199	17	2200	746	16	32
198	17	2330	747	16	32
189	17	3606	750	16	32
188	17	3743	750	16	32
191	17	3355	751	16	32
190	17	3483	751	16	32
186	17	3997	751	16	32
313	0	1568	752	64	32
142	23	1680	752	32	32
315	0	3088	752	32	32
192	17	3225	752	16	32
187	17	3871	752	16	32
316	0	4064	752	64	32
289	0	32	816	64	32
291	0	1280	816	640	32
141	22	1680	816	32	32
311	0	3040	816	64	32
272	0	32	848	64	32
274	0	992	848	64	32
276	0	1472	848	256	32
140	4	1744	880	32	32
284	0	1760	848	64	32
286	0	1888	848	64	32
287	0	3040	848	64	32
173	12	2160	864	32	32
202	0	512	880	1024	32
234	0	1472	880	256	32
242	0	2048	880	128	32
246	0	2240	880	128	32
250	0	2720	880	704	32
168	14	694	903	28	28
188	0	32	912	64	32
190	0	288	912	64	32
192	0	1472	912	256	32
200	0	3040	912	64	32
178	11	2512	927	32	64
172	12	2000	929	32	32
216	17	1050	937	16	32
215	17	1177	937	16	32
214	17	1305	938	16	32
218	17	791	940	16	32
217	17	919	940	16	32
219	17	662	941	16	32
220	17	538	943	16	32
174	0	32	944	64	32
134	2	336	944	32	32
176	0	1536	944	256	32
184	0	2720	944	64	32
186	0	3040	944	64	32
209	17	2457	945	16	32
208	17	2840	945	16	32
210	17	2202	949	16	32
211	17	1944	954	16	32
174	12	2256	956	32	32
221	17	413	959	16	32
222	17	279	965	16	32
168	0	32	976	64	32
133	4	400	1008	32	32
170	0	416	976	64	32
172	0	3040	976	64	32
223	17	152	1006	16	32
136	0	32	1008	64	32
138	0	480	1008	64	32
140	0	1856	1008	384	32
152	0	2272	1008	64	32
154	0	2592	1008	192	32
160	0	2944	1008	256	32
163	19	2093	1016	64	16
164	19	2400	1016	64	16
161	18	733	1028	64	28
160	18	861	1028	64	28
159	18	991	1029	64	28
132	0	32	1040	64	32
134	0	3040	1040	64	32
157	13	496	1054	32	64
176	11	2961	1056	32	64
177	11	2609	1057	32	64
165	10	285	1071	32	32
92	0	32	1072	64	32
94	0	1056	1072	1088	32
128	0	2784	1072	64	32
130	0	3040	1072	64	32
169	14	955	1098	28	28
85	0	32	1104	64	32
139	2	1328	1104	32	32
86	0	1536	1104	128	32
90	0	3040	1104	64	32
158	13	624	1119	32	64
212	17	2077	1128	16	32
213	17	1818	1130	16	32
207	17	2331	1130	16	32
204	17	2974	1131	16	32
205	17	2717	1132	16	32
206	17	2588	1133	16	32
77	0	32	1136	64	32
233	23	1360	1136	32	32
79	0	1536	1136	128	32
83	0	3040	1136	64	32
138	22	1360	1200	32	32
75	0	1504	1200	64	32
73	0	1504	1232	64	32
56	0	224	1264	448	32
131	4	1456	1296	32	32
70	0	1480	1264	112	32
24	0	928	1296	960	32
54	0	1504	1296	64	32
155	20	24	1328	22	96
22	0	1504	1328	64	32
156	15	224	1342	64	64
20	0	1504	1360	64	32
171	12	977	1371	32	32
16	0	32	1392	64	32
232	17	411	1392	16	32
18	0	1504	1392	64	32
229	17	789	1401	16	32
230	17	662	1402	16	32
227	17	1047	1402	16	32
226	17	1175	1403	16	32
228	17	918	1404	16	32
225	17	1303	1404	16	32
224	17	1435	1404	16	32
231	17	542	1410	16	32
170	12	592	1416	32	32
12	0	32	1424	64	32
14	0	1504	1424	64	32
8	0	32	1456	64	32
10	0	1504	1456	64	32
4	0	32	1488	64	32
6	0	1504	1488	64	32
0	0	32	1520	64	32
2	0	1504	1520	64	32
